id,global_rank,state_rank,state,name,city,latitude,longitude,roof_area_sqft,annual_rain_inches,annual_capture_gallons,cooling_tower_score,cooling_confidence,cooling_tower_distance_m,facility_score,water_cost_score,roof_geometry_quality_score,final_viability_score,opportunity_type,explanation,visual_notes,review_scope,review_status,primary_visual_source,satellite_review_status,satellite_context_observation,sentinel_landsat_note,gee_note,high_res_confirmation_note,usable_roof_observation,rooftop_obstruction_flag,rooftop_obstruction_notes,cooling_visual_support,cooling_visual_confidence,site_context_note,imagery_note,reviewed_by,reviewed_at,google_earth_link,gee_reference_link,high_res_confirmation_link,review_workflow
georgia_74b418817cca,14636,10,Georgia,,,33.391401,-84.1612,336654.18,50.72,10637787.31,0.1,0.3,115213.05980217709,1.0,0.0882,0.9137,29.88,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.391401,-84.1612",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.391401%20-84.1612,"https://www.google.com/maps?q=33.391401,-84.1612&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_afa627c6d4c5,14726,11,Georgia,,,33.763386,-84.571003,225046.6,50.72,7111148.49,0.1,0.3,135464.90133523746,1.0,0.0882,0.9203,29.86,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.763386,-84.571003",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.763386%20-84.571003,"https://www.google.com/maps?q=33.763386,-84.571003&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_4c4dbb6df5f5,14817,12,Georgia,,,33.726098,-84.884122,604650.74,50.72,19106092.69,0.1,0.3,170647.7954936278,1.0,0.0882,0.8911,29.84,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.726098,-84.884122",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.726098%20-84.884122,"https://www.google.com/maps?q=33.726098,-84.884122&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_740a48fd2175,14862,13,Georgia,,,33.611386,-84.38409,783570.51,50.72,24759699.77,0.1,0.3,121192.75029514106,1.0,0.0882,0.8777,29.83,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.611386,-84.38409",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.611386%20-84.38409,"https://www.google.com/maps?q=33.611386,-84.38409&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_ace5f4d0c0f5,14876,14,Georgia,,,31.555132,-84.181125,186824.33,50.72,5903379.8,0.1,0.3,329740.5340822779,1.0,0.0882,0.9201,29.83,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.555132,-84.181125",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.555132%20-84.181125,"https://www.google.com/maps?q=31.555132,-84.181125&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_0fb1f47f6fdf,14904,15,Georgia,,,34.43899,-84.911901,1926786.0,50.72,60883663.03,0.1,0.3,183157.4981490781,1.0,0.0882,0.7937,29.82,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.43899,-84.911901",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.43899%20-84.911901,"https://www.google.com/maps?q=34.43899,-84.911901&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_8d13487fe1d6,14951,16,Georgia,,,33.572421,-84.521146,224649.82,50.72,7098610.82,0.1,0.3,137290.69121188333,1.0,0.0882,0.9155,29.81,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.572421,-84.521146",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.572421%20-84.521146,"https://www.google.com/maps?q=33.572421,-84.521146&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_74d67dd971be,14953,17,Georgia,,,33.648386,-84.502082,188727.03,50.72,5963502.38,0.1,0.3,131843.5281629297,1.0,0.0882,0.9183,29.81,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.648386,-84.502082",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.648386%20-84.502082,"https://www.google.com/maps?q=33.648386,-84.502082&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_1c5d0b8c5c0d,14988,18,Georgia,,,34.44635,-84.925359,683090.16,50.72,21584665.41,0.1,0.3,184912.3398885913,1.0,0.0882,0.882,29.8,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.44635,-84.925359",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.44635%20-84.925359,"https://www.google.com/maps?q=34.44635,-84.925359&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_f58c839aa7b9,14992,19,Georgia,,,33.760361,-84.389815,232725.84,50.72,7353801.42,0.1,0.3,115800.28997546717,1.0,0.0882,0.914,29.8,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.760361,-84.389815",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.760361%20-84.389815,"https://www.google.com/maps?q=33.760361,-84.389815&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_e321a99ab3b5,14993,20,Georgia,,,33.823109,-84.182964,187532.26,50.72,5925749.37,0.1,0.3,91534.76460822191,1.0,0.0882,0.9173,29.8,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.823109,-84.182964",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.823109%20-84.182964,"https://www.google.com/maps?q=33.823109,-84.182964&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_2dc54dca274b,14998,21,Georgia,,,33.849833,-84.2017,153679.81,50.72,4856060.7,0.1,0.3,92988.61456845056,1.0,0.0882,0.9197,29.8,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.849833,-84.2017",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.849833%20-84.2017,"https://www.google.com/maps?q=33.849833,-84.2017&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_14fa60536262,15106,22,Georgia,,,33.627767,-84.380307,521576.09,50.72,16481053.37,0.1,0.3,119992.76770975336,1.0,0.0882,0.8901,29.77,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.627767,-84.380307",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.627767%20-84.380307,"https://www.google.com/maps?q=33.627767,-84.380307&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_8683605f187f,15131,23,Georgia,,,34.7589,-84.954176,113126.41,50.72,3574631.65,0.1,0.3,206690.33062052715,1.0,0.0882,0.9193,29.77,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.7589,-84.954176",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.7589%20-84.954176,"https://www.google.com/maps?q=34.7589,-84.954176&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_fddaefa9b965,15208,24,Georgia,,,34.090907,-84.670246,381708.16,50.72,12061428.2,0.1,0.3,145332.21432160377,1.0,0.0882,0.899,29.75,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.090907,-84.670246",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.090907%20-84.670246,"https://www.google.com/maps?q=34.090907,-84.670246&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_f002307a9576,15254,25,Georgia,,,33.748642,-84.59223,1345670.94,50.72,42521263.94,0.1,0.3,138163.0210938924,1.0,0.0882,0.8282,29.74,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.748642,-84.59223",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.748642%20-84.59223,"https://www.google.com/maps?q=33.748642,-84.59223&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_6cecdc753e21,15279,26,Georgia,,,33.990823,-84.609337,120939.57,50.72,3821516.26,0.1,0.3,137448.8881164223,1.0,0.0882,0.916,29.74,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.990823,-84.609337",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.990823%20-84.609337,"https://www.google.com/maps?q=33.990823,-84.609337&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_4780539e9fbd,15323,27,Georgia,,,31.581091,-84.071754,104888.3,50.72,3314319.24,0.1,0.3,323345.58849589765,1.0,0.0882,0.9162,29.73,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.581091,-84.071754",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.581091%20-84.071754,"https://www.google.com/maps?q=31.581091,-84.071754&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_ae86e504c67b,15336,28,Georgia,,,33.385861,-84.173526,731774.25,50.72,23123012.55,0.1,0.3,116735.95559192252,1.0,0.0882,0.871,29.72,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.385861,-84.173526",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.385861%20-84.173526,"https://www.google.com/maps?q=33.385861,-84.173526&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_985468abccee,15375,29,Georgia,,,33.40896,-84.172735,631371.81,50.72,19950440.02,0.1,0.3,114693.62005742428,1.0,0.0882,0.8772,29.71,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.40896,-84.172735",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.40896%20-84.172735,"https://www.google.com/maps?q=33.40896,-84.172735&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_70fb4bddf15c,15379,30,Georgia,,,33.56774,-84.355419,291868.5,50.72,9222624.31,0.1,0.3,120612.76592721888,1.0,0.0882,0.9012,29.71,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.56774,-84.355419",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.56774%20-84.355419,"https://www.google.com/maps?q=33.56774,-84.355419&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_fcd9d488f44a,15386,31,Georgia,,,34.438777,-84.914472,166675.51,50.72,5266706.1,0.1,0.3,183414.511156798,1.0,0.0882,0.9107,29.71,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.438777,-84.914472",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.438777%20-84.914472,"https://www.google.com/maps?q=34.438777,-84.914472&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_10fb44d042c4,15433,32,Georgia,,,33.412056,-84.150171,218950.27,50.72,6918513.24,0.1,0.3,112495.67307221371,1.0,0.0882,0.9058,29.7,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.412056,-84.150171",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.412056%20-84.150171,"https://www.google.com/maps?q=33.412056,-84.150171&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_e9d7260beb5f,15439,33,Georgia,,,33.696611,-84.419616,173232.66,50.72,5473902.6,0.1,0.3,121166.06405957042,1.0,0.0882,0.9089,29.7,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.696611,-84.419616",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.696611%20-84.419616,"https://www.google.com/maps?q=33.696611,-84.419616&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_0e4805511ca1,15444,34,Georgia,,,33.919635,-84.350632,152410.85,50.72,4815963.39,0.1,0.3,108638.54967955568,1.0,0.0882,0.9101,29.7,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.919635,-84.350632",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.919635%20-84.350632,"https://www.google.com/maps?q=33.919635,-84.350632&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_3edc9aeb2f2e,15461,35,Georgia,,,31.581411,-84.070308,113893.34,50.72,3598865.54,0.1,0.3,323266.4410273124,1.0,0.0882,0.9132,29.7,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.581411,-84.070308",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.581411%20-84.070308,"https://www.google.com/maps?q=31.581411,-84.070308&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_e271bcf7289a,15464,36,Georgia,,,33.795734,-84.425595,107054.23,50.72,3382759.51,0.1,0.3,118760.3339903714,1.0,0.0882,0.9132,29.7,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.795734,-84.425595",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.795734%20-84.425595,"https://www.google.com/maps?q=33.795734,-84.425595&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_d649873a1ff9,15493,37,Georgia,,,33.98254,-84.346522,132502.81,50.72,4186897.99,0.1,0.3,108171.33004121292,1.0,0.0882,0.9108,29.69,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.98254,-84.346522",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.98254%20-84.346522,"https://www.google.com/maps?q=33.98254,-84.346522&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_1c546b96daac,15498,38,Georgia,,,33.74934,-84.380176,121196.7,50.72,3829641.2,0.1,0.3,115093.69001923292,1.0,0.0882,0.9113,29.69,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.74934,-84.380176",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.74934%20-84.380176,"https://www.google.com/maps?q=33.74934,-84.380176&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_a840b7390bdd,15531,39,Georgia,,,33.845638,-84.201725,211106.67,50.72,6670666.78,0.1,0.3,93075.92653025892,1.0,0.0882,0.9037,29.68,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.845638,-84.201725",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.845638%20-84.201725,"https://www.google.com/maps?q=33.845638,-84.201725&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_8d25f1e78b56,15572,40,Georgia,,,33.671116,-84.042089,288738.31,50.72,9123714.81,0.1,0.3,83205.08259861209,1.0,0.0882,0.8976,29.67,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.671116,-84.042089",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.671116%20-84.042089,"https://www.google.com/maps?q=33.671116,-84.042089&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
georgia_2950bb560c3d,15626,41,Georgia,,,34.779418,-84.811103,202071.7,50.72,6385174.74,0.1,0.3,194908.7849069184,1.0,0.0882,0.9029,29.66,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.779418,-84.811103",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.779418%20-84.811103,"https://www.google.com/maps?q=34.779418,-84.811103&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
