id,global_rank,state_rank,state,name,city,latitude,longitude,roof_area_sqft,annual_rain_inches,annual_capture_gallons,cooling_tower_score,cooling_confidence,cooling_tower_distance_m,facility_score,water_cost_score,roof_geometry_quality_score,final_viability_score,opportunity_type,explanation,visual_notes,review_scope,review_status,primary_visual_source,satellite_review_status,satellite_context_observation,sentinel_landsat_note,gee_note,high_res_confirmation_note,usable_roof_observation,rooftop_obstruction_flag,rooftop_obstruction_notes,cooling_visual_support,cooling_visual_confidence,site_context_note,imagery_note,reviewed_by,reviewed_at,google_earth_link,gee_reference_link,high_res_confirmation_link,review_workflow
florida_431053a14725,90,67,Florida,,,30.385094,-81.786822,236412.33,54.57,8037335.99,0.1,0.3,501440.6828489658,1.0,0.1569,0.8986,35.9,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.385094,-81.786822",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.385094%20-81.786822,"https://www.google.com/maps?q=30.385094,-81.786822&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_c48c3d8a500e,91,68,Florida,,,28.42354,-81.345717,174474.3,54.57,5931621.97,0.1,0.3,754515.4857669758,1.0,0.1569,0.9037,35.9,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.42354,-81.345717",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.42354%20-81.345717,"https://www.google.com/maps?q=28.42354,-81.345717&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_0d47df98fc79,92,69,Florida,,,28.583006,-81.414828,136782.59,54.57,4650212.76,0.1,0.3,732939.606452396,1.0,0.1569,0.9061,35.9,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.583006,-81.414828",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.583006%20-81.414828,"https://www.google.com/maps?q=28.583006,-81.414828&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_f40fbbeaaca7,93,70,Florida,,,26.151932,-80.169841,112081.95,54.57,3810462.38,0.1,0.3,1065961.518155909,1.0,0.1569,0.9075,35.9,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.151932,-80.169841",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.151932%20-80.169841,"https://www.google.com/maps?q=26.151932,-80.169841&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_6553d7323bba,94,71,Florida,,,28.87552,-82.029576,132359.29,54.57,4499833.34,0.1,0.3,679283.3534547373,1.0,0.1569,0.9056,35.89,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.87552,-82.029576",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.87552%20-82.029576,"https://www.google.com/maps?q=28.87552,-82.029576&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_454b453696cb,95,72,Florida,,,27.862607,-82.658413,107790.94,54.57,3664580.44,0.1,0.3,794722.4084195845,1.0,0.1569,0.9076,35.89,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.862607,-82.658413",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.862607%20-82.658413,"https://www.google.com/maps?q=27.862607,-82.658413&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_77ac25089cac,96,73,Florida,,,28.425745,-81.576426,287905.5,54.57,9787954.95,0.1,0.3,746957.3850910641,1.0,0.1569,0.893,35.88,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.425745,-81.576426",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.425745%20-81.576426,"https://www.google.com/maps?q=28.425745,-81.576426&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_416a1b314627,97,74,Florida,,,30.331227,-81.755432,218873.88,54.57,7441079.37,0.1,0.3,509176.5037810681,1.0,0.1569,0.8979,35.88,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.331227,-81.755432",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.331227%20-81.755432,"https://www.google.com/maps?q=30.331227,-81.755432&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_61fabb5c96e9,98,75,Florida,,,30.349381,-81.741497,173506.17,54.57,5898708.35,0.1,0.3,507541.255653035,1.0,0.1569,0.9003,35.87,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.349381,-81.741497",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.349381%20-81.741497,"https://www.google.com/maps?q=30.349381,-81.741497&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_badec9036ea9,99,76,Florida,,,29.643264,-82.351286,132130.05,54.57,4492039.84,0.1,0.3,575986.4304684296,1.0,0.1569,0.9039,35.87,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/29.643264,-82.351286",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2029.643264%20-82.351286,"https://www.google.com/maps?q=29.643264,-82.351286&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_798eeae8647d,100,77,Florida,,,28.410963,-81.394266,445064.39,54.57,15130903.02,0.1,0.3,754436.8703143417,1.0,0.1569,0.8788,35.86,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.410963,-81.394266",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.410963%20-81.394266,"https://www.google.com/maps?q=28.410963,-81.394266&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_1aaff3f7b6cc,101,78,Florida,,,28.047575,-81.940018,158373.57,54.57,5384243.68,0.1,0.3,783853.6723337757,1.0,0.1569,0.9008,35.86,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.047575,-81.940018",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.047575%20-81.940018,"https://www.google.com/maps?q=28.047575,-81.940018&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_d962239a4728,102,79,Florida,,,26.497316,-81.812051,155758.73,54.57,5295346.68,0.1,0.3,977182.6120767272,1.0,0.1569,0.9013,35.86,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.497316,-81.812051",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.497316%20-81.812051,"https://www.google.com/maps?q=26.497316,-81.812051&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_d49b9ac9e51c,103,80,Florida,,,28.620873,-81.446209,196568.82,54.57,6682771.8,0.1,0.3,727318.409061497,1.0,0.1569,0.8968,35.85,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.620873,-81.446209",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.620873%20-81.446209,"https://www.google.com/maps?q=28.620873,-81.446209&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_579bc522d44c,104,81,Florida,,,27.341983,-82.544219,153022.43,54.57,5202320.39,0.1,0.3,861089.301017156,1.0,0.1569,0.9001,35.85,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.341983,-82.544219",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.341983%20-82.544219,"https://www.google.com/maps?q=27.341983,-82.544219&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_1d45d7a8ee29,105,82,Florida,,,25.825194,-80.347183,105969.3,54.57,3602649.95,0.1,0.3,1097952.6393670137,1.0,0.1569,0.903,35.84,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.825194,-80.347183",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.825194%20-80.347183,"https://www.google.com/maps?q=25.825194,-80.347183&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_89dc041e8d75,106,83,Florida,,,30.470442,-81.658714,199691.27,54.57,6788926.07,0.1,0.3,496458.9274059504,1.0,0.1569,0.8946,35.83,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.470442,-81.658714",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.470442%20-81.658714,"https://www.google.com/maps?q=30.470442,-81.658714&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_2e51e5aa1c8e,107,84,Florida,,,28.031106,-82.051559,144128.89,54.57,4899965.73,0.1,0.3,783456.8973544579,1.0,0.1569,0.8993,35.83,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.031106,-82.051559",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.031106%20-82.051559,"https://www.google.com/maps?q=28.031106,-82.051559&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_2e8e6ee26586,108,85,Florida,,,30.471108,-84.350543,122066.23,54.57,4149899.05,0.1,0.3,470797.514207357,1.0,0.1569,0.901,35.83,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.471108,-84.350543",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.471108%20-84.350543,"https://www.google.com/maps?q=30.471108,-84.350543&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_955dd47a43da,109,86,Florida,,,25.792317,-80.333241,120002.88,54.57,4079751.11,0.1,0.3,1102298.1840370586,1.0,0.1569,0.9005,35.83,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.792317,-80.333241",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.792317%20-80.333241,"https://www.google.com/maps?q=25.792317,-80.333241&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_f0b1d9a80d8f,110,87,Florida,,,26.195271,-80.278734,329785.13,54.57,11211741.34,0.1,0.3,1056881.7607550726,1.0,0.1569,0.8836,35.82,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.195271,-80.278734",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.195271%20-80.278734,"https://www.google.com/maps?q=26.195271,-80.278734&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_d923b72d8d2e,111,88,Florida,,,29.182875,-82.212728,131407.41,54.57,4467472.17,0.1,0.3,636719.01467997,1.0,0.1569,0.8987,35.82,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/29.182875,-82.212728",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2029.182875%20-82.212728,"https://www.google.com/maps?q=29.182875,-82.212728&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_817549c427f1,112,89,Florida,,,27.794765,-82.382807,435600.0,54.57,14809141.12,0.1,0.3,806846.2896003026,1.0,0.1569,0.8746,35.81,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.794765,-82.382807",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.794765%20-82.382807,"https://www.google.com/maps?q=27.794765,-82.382807&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_35e51e8b0916,113,90,Florida,,,26.115512,-80.139388,181529.32,54.57,6171472.26,0.1,0.3,1071353.0705714985,1.0,0.1569,0.8939,35.81,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.115512,-80.139388",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.115512%20-80.139388,"https://www.google.com/maps?q=26.115512,-80.139388&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_8a4b36ada579,114,91,Florida,,,30.411235,-81.642498,136984.04,54.57,4657061.48,0.1,0.3,504211.0137597757,1.0,0.1569,0.8974,35.81,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.411235,-81.642498",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.411235%20-81.642498,"https://www.google.com/maps?q=30.411235,-81.642498&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_3bc1b1dde79a,115,92,Florida,,,25.791199,-80.333207,121809.77,54.57,4141180.15,0.1,0.3,1102430.8871814287,1.0,0.1569,0.8992,35.81,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.791199,-80.333207",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.791199%20-80.333207,"https://www.google.com/maps?q=25.791199,-80.333207&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_c08ca3942399,116,93,Florida,,,27.933041,-82.435416,114804.43,54.57,3903018.84,0.1,0.3,788804.1651144037,1.0,0.1569,0.8989,35.81,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.933041,-82.435416",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.933041%20-82.435416,"https://www.google.com/maps?q=27.933041,-82.435416&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_e7f6631a5525,117,94,Florida,,,26.723778,-80.082253,105804.58,54.57,3597049.94,0.1,0.3,1002777.351444291,1.0,0.1569,0.8997,35.81,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.723778,-80.082253",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.723778%20-80.082253,"https://www.google.com/maps?q=26.723778,-80.082253&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_f1cfb38c68e8,118,95,Florida,,,28.605027,-81.382092,104801.33,54.57,3562942.34,0.1,0.3,731372.2715984032,1.0,0.1569,0.8987,35.8,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.605027,-81.382092",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.605027%20-81.382092,"https://www.google.com/maps?q=28.605027,-81.382092&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_1bf2369ba4a7,119,96,Florida,,,27.876964,-82.750848,200399.66,54.57,6813009.28,0.1,0.3,791953.935445117,1.0,0.1569,0.8906,35.79,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.876964,-82.750848",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.876964%20-82.750848,"https://www.google.com/maps?q=27.876964,-82.750848&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_e059ee3fa238,120,97,Florida,,,26.07071,-80.18534,161769.22,54.57,5499685.97,0.1,0.3,1074883.796084863,1.0,0.1569,0.8939,35.79,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.07071,-80.18534",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.07071%20-80.18534,"https://www.google.com/maps?q=26.07071,-80.18534&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_3d0edc383a3b,121,98,Florida,,,29.184208,-82.212721,132518.15,54.57,4505234.12,0.1,0.3,636552.7594721647,1.0,0.1569,0.8962,35.79,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/29.184208,-82.212721",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2029.184208%20-82.212721,"https://www.google.com/maps?q=29.184208,-82.212721&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
