id,name,state,city,latitude,longitude,roof_area_sqft,roof_over_100k,roof_area_score,roof_threshold_bonus,annual_rain_inches,annual_precip_score,annual_capture_gallons,annual_capture_score,cooling_degree_days,cooling_degree_days_score,water_cost,water_cost_score,state_policy_score,local_incentive_score,cooling_tower_score,cooling_confidence,building_type_score,facility_score,improvement_value_score,flood_score,water_stress_score,esg_score,leed_score,energy_star_score,opportunity_type,explanation,visual_notes,cooling_tower_distance_m,facility_distance_m,energy_star_distance_m,leed_distance_m,policy_notes,building_perimeter_ft,bbox_width_ft,bbox_height_ft,bbox_area_sqft,elongation_ratio,rectangularity_score,shape_compactness,perimeter_score,rectangular_roof_score,compact_roof_score,elongation_penalty_score,roof_geometry_quality_score,base_viability_score,confidence_multiplier,final_viability_score,global_rank,state_rank,building_name,short_address,zip_code
florida_40288808208d,Candidate florida_40288808208d,Florida,Unknown City,30.792887,-85.374208,102635.98,True,0.0,1,54.57,0.8812,3489326.7,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,472190.794668579,16.1985416962,,,,1388.64,458.72,237.66,109019.4,1.9302,0.9414,0.6689,0.0042,0.9414,0.6689,0.9647,0.8507,0.400986,0.88,35.29,442,412,Candidate florida_40288808208d,,
florida_41c59307ece0,Candidate florida_41c59307ece0,Florida,Unknown City,26.267843,-80.159033,102572.6,True,0.0,1,54.57,0.8812,3487171.97,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1052829.0646917548,142.4049392627,,,,1414.64,505.83,208.93,105683.06,2.4211,0.9706,0.6441,0.0046,0.9706,0.6441,0.9461,0.8514,0.40107,0.88,35.29,443,413,Candidate florida_41c59307ece0,,
florida_47059767122d,Candidate florida_47059767122d,Florida,Unknown City,26.268738,-80.159048,102404.41,True,0.0,1,54.57,0.8812,3481453.99,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1052724.0154608793,121.2144712602,,,,1414.19,505.83,208.53,105480.73,2.4257,0.9708,0.6434,0.0046,0.9708,0.6434,0.9459,0.8512,0.401046,0.88,35.29,444,414,Candidate florida_47059767122d,,
florida_c0581deba954,Candidate florida_c0581deba954,Florida,Unknown City,30.377996,-81.794581,286018.69,True,0.0028,1,54.57,0.8812,9723808.87,0.0149,355,1.0,37,0.1569,0,0,0.1,0.3,0.0028,1.0,0.2758,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,501994.4018059793,138.2698252125,,,,2303.83,555.5,580.4,322412.2,1.0448,0.8871,0.6772,0.0207,0.8871,0.6772,0.9983,0.8359,0.40089,0.88,35.28,445,415,Candidate florida_c0581deba954,,
florida_d62a0f72b9ce,Candidate florida_d62a0f72b9ce,Florida,Unknown City,30.324726,-81.544179,191737.93,True,0.0014,1,54.57,0.8812,6518535.5,0.0095,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.2739,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,518743.7707233034,125.1313614465,,,,1897.83,400.65,522.97,209527.93,1.3053,0.9151,0.669,0.0134,0.9151,0.669,0.9884,0.8436,0.400956,0.88,35.28,446,416,Candidate florida_d62a0f72b9ce,,
florida_a6066454d269,Candidate florida_a6066454d269,Florida,Unknown City,28.042784,-80.590496,131053.91,True,0.0005,1,54.57,0.8812,4455454.19,0.006,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,828211.838084629,38.1013391723,,,,1598.19,238.12,571.88,136176.07,2.4016,0.9624,0.6448,0.008,0.9624,0.6448,0.9468,0.8481,0.400941,0.88,35.28,447,417,Candidate florida_a6066454d269,,
florida_e643a8885c76,Candidate florida_e643a8885c76,Florida,Unknown City,26.220023,-80.140475,120874.36,True,0.0003,1,54.57,0.8812,4109378.91,0.0055,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1059112.9646068618,117.0789854707,,,,1513.55,239.95,532.5,127773.38,2.2192,0.946,0.6631,0.0064,0.946,0.6631,0.9537,0.8485,0.400899,0.88,35.28,448,418,Candidate florida_e643a8885c76,,
florida_0fb7b3751748,Candidate florida_0fb7b3751748,Florida,Unknown City,26.103117,-80.357389,115131.3,True,0.0002,1,54.57,0.8812,3914131.47,0.0051,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2724,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1064896.67697059,224.2034356743,,,,1502.8,529.21,224.91,119024.62,2.353,0.9673,0.6406,0.0062,0.9673,0.6406,0.9487,0.8492,0.40092,0.88,35.28,449,419,Candidate florida_0fb7b3751748,,
florida_016e6675e642,Candidate florida_016e6675e642,Florida,Unknown City,27.883646,-82.367374,110667.26,True,0.0002,1,54.57,0.8812,3762367.01,0.0049,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,796004.3880048611,118.2062447907,,,,1489.44,208.54,540.87,112793.03,2.5936,0.9812,0.6269,0.006,0.9812,0.6269,0.9395,0.8489,0.40086,0.88,35.28,450,420,Candidate florida_016e6675e642,,
florida_9fafd01aae86,Candidate florida_9fafd01aae86,Florida,Unknown City,26.208547,-80.163104,109297.91,True,0.0001,1,54.57,0.8812,3715813.07,0.0048,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1059599.3916826134,82.1325776834,,,,1384.84,350.61,351.3,123169.29,1.002,0.8874,0.7162,0.0041,0.8874,0.7162,0.9999,0.85,0.400965,0.88,35.28,451,421,Candidate florida_9fafd01aae86,,
florida_ac5168fe38b8,Candidate florida_ac5168fe38b8,Florida,Unknown City,27.979837,-81.623326,107613.05,True,0.0001,1,54.57,0.8812,3658532.7,0.0047,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,800073.9938103129,77.7296430385,,,,1422.78,233.74,488.42,114163.29,2.0896,0.9426,0.668,0.0048,0.9426,0.668,0.9587,0.8497,0.400917,0.88,35.28,452,422,Candidate florida_ac5168fe38b8,,
florida_be0fb087ea97,Candidate florida_be0fb087ea97,Florida,Unknown City,27.904183,-82.382007,100645.08,True,0.0,1,54.57,0.8812,3421641.86,0.0043,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,793214.8481929874,14.6123898981,,,,1412.74,509.85,202.09,103035.59,2.5229,0.9768,0.6337,0.0046,0.9768,0.6337,0.9422,0.8498,0.400866,0.88,35.28,453,423,Candidate florida_be0fb087ea97,,
florida_286425dca0cc,Candidate florida_286425dca0cc,Florida,Unknown City,27.947265,-82.356354,131708.42,True,0.0005,1,54.57,0.8812,4477705.64,0.0061,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,788246.254526613,228.7052731161,,,,1573.62,510.58,277.0,141430.66,1.8432,0.9313,0.6684,0.0075,0.9313,0.6684,0.968,0.8466,0.400773,0.88,35.27,454,424,Candidate florida_286425dca0cc,,
florida_ae694523b1a0,Candidate florida_ae694523b1a0,Florida,Unknown City,26.28044,-80.284578,123433.03,True,0.0004,1,54.57,0.8812,4196366.3,0.0056,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1046681.4477800452,227.9158247774,,,,1515.26,453.24,295.31,133846.3,1.5348,0.9222,0.6756,0.0065,0.9222,0.6756,0.9797,0.8474,0.400794,0.88,35.27,455,425,Candidate florida_ae694523b1a0,,
florida_fc1d1ba98013,Candidate florida_fc1d1ba98013,Florida,Unknown City,29.184341,-82.211214,115052.44,True,0.0002,1,54.57,0.8812,3911450.46,0.0051,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2724,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,636570.2904510772,91.9532944196,,,,1426.0,349.52,370.22,129399.29,1.0592,0.8891,0.711,0.0049,0.8891,0.711,0.9978,0.8485,0.400836,0.88,35.27,456,426,Candidate florida_fc1d1ba98013,,
florida_f375ad852640,Candidate florida_f375ad852640,Florida,Unknown City,28.03756,-82.334151,114199.14,True,0.0002,1,54.57,0.8812,3882440.72,0.0051,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2724,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,777347.9071656778,137.9306153491,,,,1446.03,443.01,281.37,124649.72,1.5745,0.9162,0.6863,0.0052,0.9162,0.6863,0.9782,0.8481,0.400788,0.88,35.27,457,427,Candidate florida_f375ad852640,,
florida_deaa16f63320,Candidate florida_deaa16f63320,Florida,Unknown City,27.866206,-82.740013,101061.15,True,0.0,1,54.57,0.8812,3435787.03,0.0043,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,793410.071455849,107.5512529683,,,,1397.71,265.52,402.8,106951.46,1.517,0.9449,0.6501,0.0043,0.9449,0.6501,0.9804,0.8488,0.400746,0.88,35.27,458,428,Candidate florida_deaa16f63320,,
florida_8350b45523ad,Candidate florida_8350b45523ad,Florida,Unknown City,28.035103,-81.790811,551334.04,True,0.0069,1,54.57,0.8812,18743764.0,0.03,355,1.0,37,0.1569,0,0,0.1,0.3,0.0069,1.0,0.2811,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,788940.7770970024,148.2053665624,,,,3297.39,744.32,850.72,633207.91,1.1429,0.8707,0.6372,0.0386,0.8707,0.6372,0.9946,0.8138,0.400665,0.88,35.26,459,429,Candidate florida_8350b45523ad,,
florida_5a149d7e55ec,Candidate florida_5a149d7e55ec,Florida,Unknown City,25.805964,-80.311524,268832.44,True,0.0026,1,54.57,0.8812,9139526.03,0.0139,355,1.0,37,0.1569,0,0,0.1,0.3,0.0026,1.0,0.2755,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1101438.781272001,50.0317511067,,,,2210.01,599.33,511.56,306593.25,1.1716,0.8768,0.6917,0.019,0.8768,0.6917,0.9935,0.8354,0.40068,0.88,35.26,460,430,Candidate florida_5a149d7e55ec,,
florida_e279c7c3d932,Candidate florida_e279c7c3d932,Florida,Unknown City,28.454568,-81.411318,264441.75,True,0.0025,1,54.57,0.8812,8990255.26,0.0136,355,1.0,37,0.1569,0,0,0.1,0.3,0.0025,1.0,0.2754,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,748603.1943296614,102.143800467,,,,2333.09,332.35,825.41,274325.01,2.4836,0.964,0.6105,0.0212,0.964,0.6105,0.9437,0.8362,0.400725,0.88,35.26,461,431,Candidate florida_e279c7c3d932,,
florida_d7b6df37e450,Candidate florida_d7b6df37e450,Florida,Unknown City,28.031805,-81.775362,259856.52,True,0.0024,1,54.57,0.8812,8834370.69,0.0134,355,1.0,37,0.1569,0,0,0.1,0.3,0.0024,1.0,0.2753,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,789732.3050492944,124.2582724754,,,,2346.3,300.58,878.0,263909.24,2.921,0.9846,0.5932,0.0214,0.9846,0.5932,0.9271,0.8361,0.400674,0.88,35.26,462,432,Candidate florida_d7b6df37e450,,
florida_2962e51d4c20,Candidate florida_2962e51d4c20,Florida,Unknown City,30.246315,-81.538387,195413.79,True,0.0015,1,54.57,0.8812,6643504.11,0.0097,355,1.0,37,0.1569,0,0,0.1,0.3,0.0015,1.0,0.274,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,528302.8958058807,9.8758021652,,,,1989.21,592.75,345.83,204990.73,1.714,0.9533,0.6206,0.015,0.9533,0.6206,0.9729,0.8408,0.400659,0.88,35.26,463,433,Candidate florida_2962e51d4c20,,
florida_a903502fc532,Candidate florida_a903502fc532,Florida,Unknown City,26.248876,-80.138871,182775.58,True,0.0013,1,54.57,0.8812,6213841.5,0.009,355,1.0,37,0.1569,0,0,0.1,0.3,0.0013,1.0,0.2738,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1055807.1917277924,137.4738517595,,,,1764.26,482.82,443.45,214106.53,1.0888,0.8537,0.7379,0.011,0.8537,0.7379,0.9966,0.8418,0.400665,0.88,35.26,464,434,Candidate florida_a903502fc532,,
florida_13f39afcb8a3,Candidate florida_13f39afcb8a3,Florida,Unknown City,28.062301,-82.427405,154370.48,True,0.0008,1,54.57,0.8812,5248150.19,0.0074,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,772776.149488632,140.9050731437,,,,1769.6,592.75,268.19,158969.62,2.2102,0.9711,0.6195,0.011,0.9711,0.6195,0.9541,0.8446,0.400734,0.88,35.26,465,435,Candidate florida_13f39afcb8a3,,
florida_039877381285,Candidate florida_039877381285,Florida,Unknown City,27.809461,-82.750534,153005.09,True,0.0008,1,54.57,0.8812,5201730.88,0.0073,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,800422.7509460303,38.4985584282,,,,1668.93,484.28,350.97,169967.75,1.3798,0.9002,0.6903,0.0092,0.9002,0.6903,0.9856,0.8438,0.400626,0.88,35.26,466,436,Candidate florida_039877381285,,
florida_f3650cfda161,Candidate florida_f3650cfda161,Florida,Unknown City,28.039154,-80.600106,124358.52,True,0.0004,1,54.57,0.8812,4227830.28,0.0057,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,828236.7511647363,92.1871201155,,,,1481.89,360.11,390.2,140514.92,1.0836,0.885,0.7116,0.0059,0.885,0.7116,0.9968,0.8467,0.400722,0.88,35.26,467,437,Candidate florida_f3650cfda161,,
florida_b845deaf5464,Candidate florida_b845deaf5464,Florida,Unknown City,29.169201,-82.181783,119113.67,True,0.0003,1,54.57,0.8812,4049520.54,0.0054,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,639133.4007025653,31.6608366748,,,,1547.06,216.58,562.98,121930.21,2.5994,0.9769,0.6254,0.007,0.9769,0.6254,0.9393,0.8464,0.400635,0.88,35.26,468,438,Candidate florida_b845deaf5464,,
florida_6efb3c92c0be,Candidate florida_6efb3c92c0be,Florida,Unknown City,25.848188,-80.243198,108308.5,True,0.0001,1,54.57,0.8812,3682175.99,0.0047,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1098864.4767459994,177.8802372021,,,,1390.18,326.14,371.33,121105.57,1.1386,0.8943,0.7043,0.0042,0.8943,0.7043,0.9947,0.8479,0.400701,0.88,35.26,469,439,Candidate florida_6efb3c92c0be,,
florida_01f727b338ab,Candidate florida_01f727b338ab,Florida,Unknown City,26.269687,-80.159063,103046.44,True,0.0,1,54.57,0.8812,3503281.16,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1052612.6628151194,144.2661188851,,,,1418.06,507.66,210.57,106897.97,2.4109,0.964,0.644,0.0047,0.964,0.644,0.9465,0.8485,0.400722,0.88,35.26,470,440,Candidate florida_01f727b338ab,,
florida_7f4469be45a0,Candidate florida_7f4469be45a0,Florida,Unknown City,30.472271,-81.66097,308757.33,True,0.0032,1,54.57,0.8812,10496856.91,0.0162,355,1.0,37,0.1569,0,0,0.1,0.3,0.0032,1.0,0.2763,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,496144.2460639952,3.895954047,,,,2378.21,573.76,618.25,354727.12,1.0775,0.8704,0.686,0.022,0.8704,0.686,0.9971,0.8312,0.400542,0.88,35.25,471,441,Candidate florida_7f4469be45a0,,
florida_a49af4323af2,Candidate florida_a49af4323af2,Florida,Unknown City,28.439205,-81.394849,305968.33,True,0.0031,1,54.57,0.8812,10402038.97,0.016,355,1.0,37,0.1569,0,0,0.1,0.3,0.0031,1.0,0.2762,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,750999.8374225728,174.3865795257,,,,2551.36,957.61,326.88,313023.56,2.9295,0.9775,0.5907,0.0251,0.9775,0.5907,0.9268,0.832,0.400599,0.88,35.25,472,442,Candidate florida_a49af4323af2,,
florida_0225cb422e11,Candidate florida_0225cb422e11,Florida,Unknown City,30.456564,-81.560201,295409.64,True,0.003,1,54.57,0.8812,10043074.03,0.0154,355,1.0,37,0.1569,0,0,0.1,0.3,0.003,1.0,0.276,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,502423.1684643617,210.9594409462,,,,2544.13,966.74,306.75,296547.5,3.1516,0.9962,0.5735,0.025,0.9962,0.5735,0.9184,0.8327,0.400596,0.88,35.25,473,443,Candidate florida_0225cb422e11,,
florida_d1cab9135f92,Candidate florida_d1cab9135f92,Florida,Unknown City,28.255858,-81.494891,252709.65,True,0.0023,1,54.57,0.8812,8591397.77,0.013,355,1.0,37,0.1569,0,0,0.1,0.3,0.0023,1.0,0.2752,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,770097.1959727003,4.9564042106,,,,2258.46,319.93,826.35,264374.16,2.5829,0.9559,0.6226,0.0199,0.9559,0.6226,0.9399,0.836,0.400599,0.88,35.25,474,444,Candidate florida_d1cab9135f92,,
florida_24557f1854d7,Candidate florida_24557f1854d7,Florida,Unknown City,30.201217,-81.757305,207325.48,True,0.0016,1,54.57,0.8812,7048467.15,0.0104,355,1.0,37,0.1569,0,0,0.1,0.3,0.0016,1.0,0.2742,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,524808.8937046811,132.814164423,,,,1937.49,551.12,424.69,234055.15,1.2977,0.8858,0.694,0.0141,0.8858,0.694,0.9887,0.8392,0.400566,0.88,35.25,475,445,Candidate florida_24557f1854d7,,
florida_c2352c380ddc,Candidate florida_c2352c380ddc,Florida,Unknown City,28.439143,-81.389413,164232.89,True,0.001,1,54.57,0.8812,5583443.63,0.0079,355,1.0,37,0.1569,0,0,0.1,0.3,0.001,1.0,0.2734,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,751185.221437408,194.1740086732,,,,1824.05,667.26,252.94,168776.74,2.638,0.9731,0.6203,0.012,0.9731,0.6203,0.9379,0.8426,0.400584,0.88,35.25,476,446,Candidate florida_c2352c380ddc,,
florida_734a1abde03b,Candidate florida_734a1abde03b,Florida,Unknown City,30.523657,-87.20289,155111.32,True,0.0008,1,54.57,0.8812,5273336.61,0.0074,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,620664.8427112628,3.3560496278,,,,1691.27,548.93,309.5,169893.84,1.7736,0.913,0.6814,0.0096,0.913,0.6814,0.9706,0.8435,0.400602,0.88,35.25,477,447,Candidate florida_734a1abde03b,,
florida_3ccc339f587b,Candidate florida_3ccc339f587b,Florida,Unknown City,25.785604,-80.323571,134371.14,True,0.0005,1,54.57,0.8812,4568230.43,0.0062,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2728,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1103418.983664236,121.436094405,,,,1603.28,534.32,268.11,143256.54,1.9929,0.938,0.6569,0.008,0.938,0.6569,0.9623,0.8445,0.400533,0.88,35.25,478,448,Candidate florida_3ccc339f587b,,
